Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,manufacture_year_copy,manufacture_date
VW,Polo,1.4,Petrol,1997,143465,2352,1997,1997-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2015,59927,22621,2015,2015-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,2005,132662,13935,2005,2005-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2014,54142,13615,2014,2014-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2001,92561,3732,2001,2001-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,2010,80723,13432,2010,2010-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,1985,73419,1861,1985,1985-01-01 00:00:00
Ford,Focus,1.6,Petrol,1995,84529,4856,1995,1995-01-01 00:00:00
Ford,Focus,1.6,Diesel,2022,5750,49870,2022,2022-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2008,144529,13154,2008,2008-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2014,45184,34655,2014,2014-01-01 00:00:00
VW,Polo,1.0,Petrol,1992,214329,777,1992,1992-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1997,188455,3218,1997,1997-01-01 00:00:00
VW,Polo,1.4,Petrol,1994,182166,1394,1994,1994-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2018,39082,51898,2018,2018-01-01 00:00:00
VW,Passat,1.8,Diesel,2001,171268,4296,2001,2001-01-01 00:00:00
BMW,M5,4.4,Petrol,2011,78714,48487,2011,2011-01-01 00:00:00
VW,Passat,2.0,Diesel,2011,73733,18680,2011,2011-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1997,242305,1659,1997,1997-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2001,166344,4239,2001,2001-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1990,97463,2633,1990,1990-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2013,50433,19668,2013,2013-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2018,24229,32057,2018,2018-01-01 00:00:00
BMW,Z4,2.2,Petrol,2009,74444,17133,2009,2009-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2016,45462,43702,2016,2016-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2006,89524,9500,2006,2006-01-01 00:00:00
VW,Passat,1.6,Petrol,1991,16000,5963,1991,1991-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2022,1487,56459,2022,2022-01-01 00:00:00
VW,Golf,1.4,Petrol,2011,87947,10825,2011,2011-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2016,40113,27354,2016,2016-01-01 00:00:00
VW,Golf,1.4,Diesel,2000,76717,5902,2000,2000-01-01 00:00:00
VW,Passat,1.4,Petrol,1991,269218,769,1991,1991-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2015,48540,23011,2015,2015-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2013,88811,18232,2013,2013-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2002,84781,4880,2002,2002-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1989,272683,1142,1989,1989-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2018,46461,30075,2018,2018-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2014,53321,32948,2014,2014-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,1994,264924,989,1994,1994-01-01 00:00:00
Porsche,Cayenne,4.0,Petrol,2000,145140,10699,2000,2000-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2007,132296,9998,2007,2007-01-01 00:00:00
VW,Golf,1.2,Diesel,1997,144909,2682,1997,1997-01-01 00:00:00
Ford,Fiesta,1.0,Diesel,1986,138224,1019,1986,1986-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,1988,219671,2140,1988,1988-01-01 00:00:00
VW,Passat,1.4,Diesel,1989,371762,264,1989,1989-01-01 00:00:00
VW,Passat,1.4,Diesel,1990,74327,3838,1990,1990-01-01 00:00:00
VW,Golf,1.6,Petrol,1989,205047,1037,1989,1989-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2022,7454,48982,2022,2022-01-01 00:00:00
VW,Golf,2.0,Diesel,2016,11234,30509,2016,2016-01-01 00:00:00
VW,Polo,1.6,Petrol,2010,97296,8531,2010,2010-01-01 00:00:00
VW,Golf,2.0,Petrol,2017,44227,25745,2017,2017-01-01 00:00:00
VW,Passat,1.4,Diesel,1985,267541,549,1985,1985-01-01 00:00:00
BMW,Z4,2.2,Petrol,1997,250431,1806,1997,1997-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1989,149015,1190,1989,1989-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2004,138340,9666,2004,2004-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1987,133425,1640,1987,1987-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2001,143411,4571,2001,2001-01-01 00:00:00
VW,Polo,1.4,Petrol,2016,40742,17342,2016,2016-01-01 00:00:00
BMW,M5,5.0,Petrol,1999,82222,22668,1999,1999-01-01 00:00:00
VW,Golf,1.4,Petrol,2012,49674,14925,2012,2012-01-01 00:00:00
VW,Polo,1.6,Petrol,2012,66103,12102,2012,2012-01-01 00:00:00
VW,Golf,1.6,Petrol,1999,91360,5075,1999,1999-01-01 00:00:00
VW,Polo,2.0,Petrol,1990,215167,954,1990,1990-01-01 00:00:00
BMW,M5,4.0,Petrol,2006,30902,44836,2006,2006-01-01 00:00:00
Porsche,911,3.0,Petrol,2014,65307,63310,2014,2014-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2018,19017,44797,2018,2018-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2007,143360,6209,2007,2007-01-01 00:00:00
BMW,Z4,2.4,Petrol,2021,4915,60317,2021,2021-01-01 00:00:00
BMW,Z4,3.0,Petrol,1993,260043,1477,1993,1993-01-01 00:00:00
Ford,Focus,1.4,Petrol,2015,36919,23449,2015,2015-01-01 00:00:00
VW,Polo,1.4,Petrol,2001,105306,4129,2001,2001-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1992,231649,1569,1992,1992-01-01 00:00:00
Ford,Focus,1.6,Petrol,1994,74472,4869,1994,1994-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2012,102514,9168,2012,2012-01-01 00:00:00
VW,Polo,1.0,Petrol,1997,134735,2132,1997,1997-01-01 00:00:00
Ford,Focus,1.6,Petrol,1992,175881,1944,1992,1992-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,2006,126718,16004,2006,2006-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2008,86326,15075,2008,2008-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1992,245794,673,1992,1992-01-01 00:00:00
VW,Passat,1.6,Diesel,1988,210194,1213,1988,1988-01-01 00:00:00
BMW,M5,4.0,Petrol,1984,89953,7064,1984,1984-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2006,113610,4460,2006,2006-01-01 00:00:00
VW,Passat,2.0,Diesel,2003,106761,8665,2003,2003-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1992,280925,485,1992,1992-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2018,29268,19119,2018,2018-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2014,21377,28286,2014,2014-01-01 00:00:00
Ford,Focus,1.4,Petrol,2010,67366,13881,2010,2010-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2018,26795,29102,2018,2018-01-01 00:00:00
BMW,Z4,2.4,Petrol,2018,15028,46830,2018,2018-01-01 00:00:00
Ford,Focus,1.4,Petrol,1995,144557,2883,1995,1995-01-01 00:00:00
VW,Passat,1.6,Diesel,2011,53818,19033,2011,2011-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2005,165149,2762,2005,2005-01-01 00:00:00
BMW,M5,4.4,Petrol,1995,157046,9184,1995,1995-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2002,48312,10853,2002,2002-01-01 00:00:00
Porsche,911,2.2,Petrol,1998,172529,8241,1998,1998-01-01 00:00:00
VW,Polo,1.2,Petrol,2018,33619,19135,2018,2018-01-01 00:00:00
VW,Passat,2.0,Diesel,2001,210531,3218,2001,2001-01-01 00:00:00
Porsche,911,2.2,Petrol,1995,170716,6851,1995,1995-01-01 00:00:00
Ford,Focus,1.0,Petrol,2005,102319,6582,2005,2005-01-01 00:00:00
Ford,Focus,1.6,Petrol,1992,83482,4005,1992,1992-01-01 00:00:00
BMW,Z4,2.0,Petrol,2003,184605,4636,2003,2003-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2011,68974,13024,2011,2011-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2007,87731,8770,2007,2007-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2003,91908,9156,2003,2003-01-01 00:00:00
VW,Polo,1.2,Petrol,2009,115991,6014,2009,2009-01-01 00:00:00
VW,Passat,2.0,Diesel,2003,99554,9137,2003,2003-01-01 00:00:00
VW,Golf,2.0,Petrol,1993,210355,1445,1993,1993-01-01 00:00:00
VW,Golf,2.0,Diesel,1994,64859,5119,1994,1994-01-01 00:00:00
BMW,X3,2.0,Petrol,2014,53491,27457,2014,2014-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2020,16418,25347,2020,2020-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1995,98303,5816,1995,1995-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2003,144351,3143,2003,2003-01-01 00:00:00
VW,Polo,1.4,Petrol,1991,130465,1749,1991,1991-01-01 00:00:00
Ford,Focus,1.6,Petrol,1992,289432,694,1992,1992-01-01 00:00:00
Porsche,911,2.6,Petrol,2006,129563,21707,2006,2006-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,1999,87358,6159,1999,1999-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1992,187590,2049,1992,1992-01-01 00:00:00
VW,Polo,1.2,Petrol,2002,90194,4561,2002,2002-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2003,23923,9067,2003,2003-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1988,206162,1512,1988,1988-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,2013,40361,45357,2013,2013-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2011,113594,17732,2011,2011-01-01 00:00:00
VW,Golf,1.8,Hybrid,1993,206465,1702,1993,1993-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,2016,26038,46644,2016,2016-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1986,341124,178,1986,1986-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1996,147377,3134,1996,1996-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2005,69909,7229,2005,2005-01-01 00:00:00
Ford,Focus,1.6,Diesel,2006,83961,10659,2006,2006-01-01 00:00:00
VW,Golf,1.8,Hybrid,2016,27600,30239,2016,2016-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2014,63889,30785,2014,2014-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1992,189028,2697,1992,1992-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1990,120842,4361,1990,1990-01-01 00:00:00
VW,Golf,1.4,Hybrid,2003,166709,4126,2003,2003-01-01 00:00:00
BMW,X3,2.0,Diesel,2013,49046,27731,2013,2013-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1998,229464,2106,1998,1998-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,2014,91341,24511,2014,2014-01-01 00:00:00
VW,Polo,1.4,Petrol,1995,127882,2330,1995,1995-01-01 00:00:00
BMW,M5,4.4,Petrol,1994,179812,7091,1994,1994-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2008,43714,9014,2008,2008-01-01 00:00:00
Porsche,Cayenne,3.5,Diesel,1998,83442,14668,1998,1998-01-01 00:00:00
VW,Passat,1.6,Diesel,2002,135733,5800,2002,2002-01-01 00:00:00
VW,Golf,1.4,Petrol,2018,13954,27379,2018,2018-01-01 00:00:00
VW,Polo,1.2,Petrol,1994,243498,746,1994,1994-01-01 00:00:00
BMW,X3,2.0,Diesel,2016,47735,34147,2016,2016-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,1995,154629,5991,1995,1995-01-01 00:00:00
VW,Golf,1.6,Diesel,1998,161333,2893,1998,1998-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1998,156867,2033,1998,1998-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2022,9373,76303,2022,2022-01-01 00:00:00
VW,Passat,1.4,Diesel,2002,115000,6374,2002,2002-01-01 00:00:00
VW,Golf,1.8,Hybrid,2013,56706,20768,2013,2013-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1993,138312,2951,1993,1993-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2020,20558,26565,2020,2020-01-01 00:00:00
Porsche,Cayenne,2.6,Diesel,2001,71217,16789,2001,2001-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2018,27542,52923,2018,2018-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2012,39923,22247,2012,2012-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1998,252380,2395,1998,1998-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1993,113342,5640,1993,1993-01-01 00:00:00
Ford,Focus,1.4,Petrol,1993,106066,3403,1993,1993-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2014,39814,39577,2014,2014-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2002,178115,6664,2002,2002-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1989,234308,1254,1989,1989-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2014,51034,28437,2014,2014-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,2003,148838,6923,2003,2003-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2010,116749,17071,2010,2010-01-01 00:00:00
VW,Passat,1.4,Petrol,1991,318300,482,1991,1991-01-01 00:00:00
Ford,Focus,2.0,Diesel,2005,70202,12248,2005,2005-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2010,52925,29212,2010,2010-01-01 00:00:00
VW,Passat,2.0,Diesel,1998,112170,5962,1998,1998-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2003,203556,1901,2003,2003-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2009,32884,18987,2009,2009-01-01 00:00:00
VW,Golf,1.2,Petrol,2005,113136,5586,2005,2005-01-01 00:00:00
VW,Golf,1.4,Petrol,1985,269090,414,1985,1985-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,2015,31102,35379,2015,2015-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2021,10276,38901,2021,2021-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2013,5000,28875,2013,2013-01-01 00:00:00
Ford,Focus,1.0,Petrol,2018,26840,25660,2018,2018-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2007,69206,20606,2007,2007-01-01 00:00:00
VW,Polo,1.6,Petrol,2014,63006,14112,2014,2014-01-01 00:00:00
VW,Polo,1.4,Petrol,2016,45610,16837,2016,2016-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2000,86902,5050,2000,2000-01-01 00:00:00
VW,Passat,2.0,Petrol,2001,78868,8819,2001,2001-01-01 00:00:00
BMW,Z4,2.4,Petrol,2017,57884,34025,2017,2017-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1993,196763,1688,1993,1993-01-01 00:00:00
VW,Golf,1.6,Hybrid,2003,110332,6919,2003,2003-01-01 00:00:00
VW,Golf,1.4,Diesel,1991,289646,534,1991,1991-01-01 00:00:00
VW,Polo,1.6,Petrol,2011,72003,10885,2011,2011-01-01 00:00:00
VW,Passat,1.8,Petrol,2018,42360,32909,2018,2018-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2015,50432,25483,2015,2015-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2003,171088,5458,2003,2003-01-01 00:00:00
VW,Golf,1.8,Petrol,2015,40271,21892,2015,2015-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2013,69437,13543,2013,2013-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2015,28056,45312,2015,2015-01-01 00:00:00
VW,Passat,2.0,Diesel,1985,287515,544,1985,1985-01-01 00:00:00
BMW,X3,2.4,Diesel,2001,144238,6871,2001,2001-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1993,140537,4997,1993,1993-01-01 00:00:00
Ford,Focus,1.0,Petrol,2013,55408,15484,2013,2013-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2002,149944,3514,2002,2002-01-01 00:00:00
VW,Golf,1.8,Petrol,2021,6373,39459,2021,2021-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2007,112049,15867,2007,2007-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2005,64815,14287,2005,2005-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2007,46955,21497,2007,2007-01-01 00:00:00
Ford,Focus,1.0,Petrol,2006,102666,7017,2006,2006-01-01 00:00:00
VW,Polo,1.4,Diesel,2014,62309,13923,2014,2014-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1993,196835,2693,1993,1993-01-01 00:00:00
VW,Golf,1.2,Petrol,2017,33865,21213,2017,2017-01-01 00:00:00
Porsche,911,2.2,Petrol,2018,22199,91965,2018,2018-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2001,109136,5434,2001,2001-01-01 00:00:00
Porsche,Cayenne,4.0,Petrol,2002,90474,18556,2002,2002-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2018,20952,54914,2018,2018-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1996,103176,4418,1996,1996-01-01 00:00:00
VW,Polo,1.2,Petrol,2001,127723,3223,2001,2001-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2005,74649,7671,2005,2005-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2019,34940,38517,2019,2019-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1993,196617,2024,1993,1993-01-01 00:00:00
VW,Golf,1.4,Petrol,2002,127387,4427,2002,2002-01-01 00:00:00
Ford,Focus,1.0,Petrol,2011,85335,11093,2011,2011-01-01 00:00:00
Ford,Focus,1.4,Petrol,2003,88544,7528,2003,2003-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1992,176604,1903,1992,1992-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2009,68833,21350,2009,2009-01-01 00:00:00
VW,Golf,1.2,Petrol,2010,99925,8602,2010,2010-01-01 00:00:00
BMW,Z4,2.4,Petrol,2004,68708,13326,2004,2004-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2004,129322,10382,2004,2004-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2017,36461,25744,2017,2017-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2009,72738,9261,2009,2009-01-01 00:00:00
VW,Polo,1.4,Petrol,1993,217495,955,1993,1993-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2016,28810,48228,2016,2016-01-01 00:00:00
VW,Golf,1.4,Petrol,1992,253413,764,1992,1992-01-01 00:00:00
VW,Passat,1.6,Diesel,1989,341741,378,1989,1989-01-01 00:00:00
Ford,Focus,1.6,Petrol,1999,155679,3674,1999,1999-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2019,30787,37433,2019,2019-01-01 00:00:00
BMW,M5,5.0,Petrol,1996,140252,12001,1996,1996-01-01 00:00:00
Ford,Focus,1.0,Diesel,2012,36355,17093,2012,2012-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1986,331165,170,1986,1986-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2017,30382,22227,2017,2017-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312,1995,1995-01-01 00:00:00
VW,Passat,1.4,Diesel,2001,101907,6576,2001,2001-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1991,173990,2443,1991,1991-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2004,138953,3203,2004,2004-01-01 00:00:00
VW,Passat,2.0,Diesel,2007,163156,7234,2007,2007-01-01 00:00:00
Ford,Focus,1.6,Petrol,2018,45204,29130,2018,2018-01-01 00:00:00
VW,Passat,2.0,Diesel,2022,7782,57759,2022,2022-01-01 00:00:00
VW,Golf,1.6,Petrol,2011,69205,13162,2011,2011-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2006,51828,12372,2006,2006-01-01 00:00:00
VW,Golf,2.0,Petrol,2000,92303,6024,2000,2000-01-01 00:00:00
VW,Golf,1.6,Petrol,2005,145351,5011,2005,2005-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2004,138699,3516,2004,2004-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2006,42787,17550,2006,2006-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020,2001,2001-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2019,28087,26099,2019,2019-01-01 00:00:00
VW,Polo,1.2,Petrol,2007,63991,7614,2007,2007-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2006,107304,9994,2006,2006-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2019,32176,39212,2019,2019-01-01 00:00:00
VW,Golf,1.4,Petrol,2007,103965,7384,2007,2007-01-01 00:00:00
VW,Golf,2.0,Petrol,1991,264040,774,1991,1991-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1998,117616,3002,1998,1998-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2007,100478,8002,2007,2007-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2016,52086,28468,2016,2016-01-01 00:00:00
VW,Golf,1.6,Petrol,1992,152855,1981,1992,1992-01-01 00:00:00
Ford,Focus,1.8,Petrol,2010,31473,19668,2010,2010-01-01 00:00:00
Toyota,RAV4,2.2,Petrol,2005,101278,12003,2005,2005-01-01 00:00:00
Ford,Focus,1.6,Hybrid,2016,27516,33957,2016,2016-01-01 00:00:00
VW,Golf,2.0,Diesel,2018,28407,31722,2018,2018-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2001,187542,3537,2001,2001-01-01 00:00:00
VW,Polo,2.0,Petrol,1988,160189,1345,1988,1988-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2014,47951,19664,2014,2014-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1995,259370,1485,1995,1995-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2006,150801,3643,2006,2006-01-01 00:00:00
VW,Polo,1.2,Petrol,2008,97682,6448,2008,2008-01-01 00:00:00
VW,Passat,2.0,Diesel,2012,99767,16624,2012,2012-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,1987,317546,888,1987,1987-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,2003,71971,8941,2003,2003-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2000,115704,8835,2000,2000-01-01 00:00:00
Ford,Focus,1.6,Petrol,2007,91299,10304,2007,2007-01-01 00:00:00
VW,Polo,1.0,Petrol,2015,27980,14774,2015,2015-01-01 00:00:00
Ford,Mondeo,2.0,Petrol,2004,137798,6570,2004,2004-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2014,38215,25681,2014,2014-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1994,266923,1142,1994,1994-01-01 00:00:00
VW,Polo,1.0,Petrol,2008,46493,8303,2008,2008-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2003,122382,6167,2003,2003-01-01 00:00:00
VW,Polo,1.6,Petrol,2004,172952,3141,2004,2004-01-01 00:00:00
BMW,Z4,2.2,Petrol,1994,79111,6105,1994,1994-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1994,203902,2705,1994,1994-01-01 00:00:00
Ford,Focus,1.0,Petrol,2018,34297,24582,2018,2018-01-01 00:00:00
Porsche,911,3.0,Petrol,2007,160305,19433,2007,2007-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1996,35867,5384,1996,1996-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2011,86587,8723,2011,2011-01-01 00:00:00
Porsche,Cayenne,3.0,Diesel,2018,14658,78873,2018,2018-01-01 00:00:00
Ford,Focus,1.4,Petrol,2020,31287,33821,2020,2020-01-01 00:00:00
VW,Polo,1.2,Petrol,1998,178757,1735,1998,1998-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,1994,53883,4162,1994,1994-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2018,10870,36852,2018,2018-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2005,82356,11191,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,1998,120898,3212,1998,1998-01-01 00:00:00
BMW,Z4,2.0,Petrol,1991,241081,1258,1991,1991-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1988,289688,342,1988,1988-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355,1997,1997-01-01 00:00:00
BMW,X3,2.0,Petrol,1985,142992,2076,1985,1985-01-01 00:00:00
VW,Passat,1.8,Diesel,2011,64697,18821,2011,2011-01-01 00:00:00
BMW,M5,4.4,Petrol,1998,161830,10780,1998,1998-01-01 00:00:00
Ford,Focus,1.4,Petrol,2018,28024,30158,2018,2018-01-01 00:00:00
BMW,Z4,3.0,Petrol,1996,156682,4509,1996,1996-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2009,93538,6317,2009,2009-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2019,14288,23473,2019,2019-01-01 00:00:00
Ford,Focus,2.0,Petrol,2006,81822,11520,2006,2006-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1986,215481,1508,1986,1986-01-01 00:00:00
BMW,Z4,2.2,Petrol,2019,28754,44415,2019,2019-01-01 00:00:00
VW,Passat,1.4,Diesel,2004,80705,9344,2004,2004-01-01 00:00:00
VW,Golf,2.0,Diesel,2009,60524,14316,2009,2009-01-01 00:00:00
VW,Passat,1.4,Diesel,2002,113879,6429,2002,2002-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2012,85455,15593,2012,2012-01-01 00:00:00
VW,Golf,1.2,Petrol,2019,5596,28309,2019,2019-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,2015,55395,28228,2015,2015-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2000,136312,3178,2000,2000-01-01 00:00:00
Ford,Mondeo,1.8,Petrol,1999,108377,5607,1999,1999-01-01 00:00:00
BMW,M5,5.0,Petrol,2011,76754,52387,2011,2011-01-01 00:00:00
VW,Passat,1.6,Diesel,1995,206056,2007,1995,1995-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2000,148540,6818,2000,2000-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2018,23754,19725,2018,2018-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,1995,222539,3410,1995,1995-01-01 00:00:00
VW,Golf,1.2,Diesel,2014,39321,17658,2014,2014-01-01 00:00:00
VW,Polo,1.2,Petrol,2003,138515,3381,2003,2003-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2012,59725,29179,2012,2012-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2008,102206,15805,2008,2008-01-01 00:00:00
Ford,Focus,2.0,Diesel,2010,83311,15630,2010,2010-01-01 00:00:00
Ford,Focus,1.4,Petrol,2018,41355,27892,2018,2018-01-01 00:00:00
